firm,model,drive,frame_type,generation_number,year,restyling_number,mileage,transmission,engine_power,steering_wheel,fuel_type,volume,ownership_periods,price
Peugeot,308,FF,HATCH,1,2009,0,164252,AUTO,120,left,GASOLINE,1600.0,9.0,449000
Kia,Rio,FF,SEDAN,4,2019,0,40453,MANUAL,123,left,GASOLINE,1600.0,1.0,1099000
Nissan,Terrano,4WD,SUV,3,2016,0,139934,MANUAL,135,left,GASOLINE,2000.0,2.0,999000
Volkswagen,Tiguan,4WD,SUV,1,2011,0,188000,AUTO,170,left,GASOLINE,2000.0,5.0,995000
Toyota,Land Cruiser Prado,4WD,SUV,3,2008,0,236000,AUTO,249,left,GASOLINE,4000.0,2.0,1300000
Toyota,Land Cruiser Prado,4WD,SUV,4,2019,2,48000,AT,163,left,GASOLINE,2700.0,2.0,3430000
Mercedes-Benz,GLS-Class,4WD,SUV,2,2020,0,16000,AT,330,left,DIESEL,2900.0,1.0,9100000
Kia,Rio X (X-Line),FF,HATCH,1,2018,0,28500,MT,123,left,GASOLINE,1600.0,1.0,1100000
BMW,X6,4WD,SUV,2,2015,0,93000,AT,249,left,DIESEL,3000.0,2.0,3189000
Volkswagen,Golf,FF,HATCH,7,2014,0,82000,SAT,122,left,GASOLINE,1400.0,3.0,905000
Kia,Cerato,FF,SEDAN,3,2015,0,76000,MT,130,left,GASOLINE,1600.0,1.0,1000000
Toyota,Camry,FF,SEDAN,8,2015,1,141000,AT,181,left,GASOLINE,2500.0,6.0,1560000
Mercedes-Benz,M-Class,4WD,SUV,3,2014,0,143000,AT,558,left,GASOLINE,5500.0,3.0,2420000
Audi,A4,FF,SEDAN,4,2013,1,64560,AUTO,170,left,GASOLINE,1800.0,1.0,1250000
Chevrolet,Spark,FF,HATCH,2,2005,0,24300,MT,51,left,GASOLINE,800.0,8.0,188000
Chery,Tiggo 7 Pro,FF,SUV,1,2021,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1719900
Mazda,Mazda3,FF,HATCH,1,2006,0,187000,MT,150,left,GASOLINE,2000.0,8.0,475000
Daewoo,Nexia,FF,SEDAN,1,2006,1,120000,MT,85,left,GASOLINE,1500.0,3.0,160000
Toyota,Camry,FF,SEDAN,9,2018,0,70000,AUTO,181,left,GASOLINE,2500.0,3.0,2200000
Hyundai,Solaris,FF,SEDAN,2,2017,0,180000,AT,100,left,GASOLINE,1400.0,3.0,629000
Chevrolet,Lacetti,FF,WAGON,1,2006,0,249000,MANUAL,109,left,GASOLINE,1600.0,4.0,355000
Nissan,Murano,4WD,SUV,0,2016,0,90780,AUTO,249,left,GASOLINE,3500.0,1.0,2279000
Audi,Q3,4WD,SUV,1,2012,0,160000,SAT,170,left,GASOLINE,2000.0,2.0,1300000
Kia,Sportage,4WD,SUV,3,2012,0,181000,AUTO,150,left,GASOLINE,2000.0,3.0,940000
Mazda,Eunos Presso,FF,COUPE,1,1991,0,83000,MANUAL,200,right,GASOLINE,2500.0,0.0,260000
Chery,Tiggo T11,FF,SUV,1,2015,1,123000,MT,132,left,GASOLINE,1800.0,0.0,500000
Toyota,Camry,FF,SEDAN,8,2014,1,97000,AT,181,left,GASOLINE,2500.0,3.0,1560000
Toyota,Sienta,FF,MINIVAN,1,2010,1,120000,CVT,110,right,GASOLINE,1500.0,0.0,745000
Lexus,ES200,FF,SEDAN,6,2016,1,49164,AUTO,150,left,GASOLINE,2000.0,3.0,1900000
Toyota,Mark II,RR,SEDAN,7,1996,1,240000,AUTO,97,right,DIESEL,2400.0,0.0,90000
Lifan,Smily,FF,HATCH,1,2012,0,190000,MT,89,left,GASOLINE,1300.0,1.0,155000
Great Wall,Florid,FF,HATCH,-1,2010,-1,163000,MANUAL,105,left,GASOLINE,1500.0,3.0,197000
Infiniti,M35,4WD,SEDAN,3,2007,0,180000,AT,280,left,GASOLINE,3500.0,7.0,600000
Nissan,Gloria,FR,SEDAN,7,1985,0,1000,AT,170,right,GASOLINE,2000.0,0.0,260000
BMW,5-Series,FR,SEDAN,3,1994,0,471000,MT,113,left,GASOLINE,1800.0,6.0,135000
Ford,Focus,FF,SEDAN,2,2007,1,171000,MANUAL,125,left,GASOLINE,1800.0,4.0,379000
Renault,Logan,FF,SEDAN,1,2011,1,180000,MANUAL,75,left,GASOLINE,1400.0,2.0,280000
Hyundai,Elantra,FF,SEDAN,6,2017,0,69000,AUTO,150,left,GASOLINE,2000.0,2.0,1319990
Opel,Astra,FF,SEDAN,4,2013,1,100000,AUTO,115,left,GASOLINE,1600.0,3.0,710000
Hyundai,Accent,FF,SEDAN,2,2004,0,180997,MANUAL,102,left,GASOLINE,1500.0,6.0,100000
Chevrolet,Niva,4WD,SUV,1,2008,0,250000,MT,80,left,GASOLINE,1700.0,1.0,150000
Ford,Mondeo,FF,SEDAN,3,2003,1,280000,AUTO,145,left,GASOLINE,2000.0,9.0,270000
Ford,Focus,FF,SEDAN,2,2008,1,216000,AT,100,left,GASOLINE,1600.0,9.0,300000
Mercedes-Benz,S-Class,RR,SEDAN,3,1998,0,270000,AUTO,320,left,GASOLINE,5000.0,5.0,650000
SsangYong,Actyon,4WD,SUV,2,2011,0,136000,AUTO,149,left,DIESEL,2000.0,2.0,630000
Daewoo,Matiz,FF,HATCH,1,2008,1,125771,MANUAL,51,left,GASOLINE,800.0,8.0,121000
Nissan,NV200,FF,MINIVAN,1,2015,0,130000,AT,109,right,GASOLINE,1600.0,0.0,865000
Volkswagen,Polo,FF,SEDAN,5,2011,0,173022,MANUAL,105,left,GASOLINE,1600.0,1.0,486799
Mitsubishi,Mirage Dingo,FF,HATCH,1,2000,0,80000,AUTO,105,right,GASOLINE,1500.0,0.0,150000
Nissan,Primera Camino,FF,SEDAN,2,1997,0,400000,AUTO,125,right,GASOLINE,1800.0,0.0,100000
Renault,Sandero Stepway,FF,HATCH,2,2017,0,45381,AT,102,left,GASOLINE,1600.0,2.0,870000
Renault,Symbol,FF,SEDAN,2,2008,0,145000,MANUAL,98,left,GASOLINE,1400.0,4.0,279000
Audi,A4,FF,SEDAN,4,2011,0,104000,AUTO,180,left,GASOLINE,2000.0,3.0,850000
Hyundai,Solaris,FF,HATCH,1,2012,0,105000,MANUAL,123,left,GASOLINE,1600.0,3.0,550000
Daewoo,Matiz,FF,HATCH,1,2006,1,113000,MT,63,left,GASOLINE,1000.0,2.0,130000
Toyota,Land Cruiser Prado,4WD,SUV,4,2016,1,118000,AUTO,177,left,DIESEL,2800.0,3.0,3250000
Mazda,Mazda6,FF,SEDAN,2,2008,0,170000,MT,170,left,GASOLINE,2500.0,4.0,655000
Mitsubishi,Outlander,4WD,SUV,2,2007,0,220000,AUTO,220,left,GASOLINE,3000.0,4.0,800000
Hyundai,Solaris,FF,SEDAN,1,2016,1,110000,AT,123,left,GASOLINE,1600.0,1.0,710000
Mazda,CX-5,FF,SUV,1,2014,0,140000,AT,150,left,GASOLINE,2000.0,1.0,1390000
Suzuki,SX4,FF,HATCH,1,2011,1,140000,MANUAL,112,left,GASOLINE,1600.0,3.0,570000
Mercedes-Benz,E-Class,FR,SEDAN,3,2006,1,260000,AT,184,left,GASOLINE,1800.0,4.0,645000
Daewoo,Matiz,FF,HATCH,1,2007,1,173000,MANUAL,51,left,GASOLINE,800.0,6.0,85000
Volvo,XC60,4WD,SUV,1,2013,0,220000,AUTO,163,left,DIESEL,2400.0,2.0,1520000
BMW,X5,4WD,SUV,1,2001,0,179000,AUTO,231,left,GASOLINE,3000.0,15.0,450000
Hyundai,ix35,4WD,SUV,1,2011,0,131000,AUTO,150,left,GASOLINE,2000.0,4.0,930000
Kia,Mohave,4WD,SUV,1,2012,0,160000,AUTO,250,left,DIESEL,3000.0,0.0,1400499
Toyota,Avensis,FF,SEDAN,2,2005,0,236000,AUTO,129,left,GASOLINE,1800.0,4.0,450000
Ford,Focus,FF,HATCH,2,2007,0,265000,MANUAL,116,left,DIESEL,1800.0,5.0,345000
Hyundai,Solaris,FF,SEDAN,1,2013,0,140000,MT,123,left,GASOLINE,1600.0,3.0,620000
Kia,K5,FF,SEDAN,5,2020,0,5500,AUTO,194,left,GASOLINE,2500.0,1.0,2200000
Kia,Cerato,FF,SEDAN,3,2018,1,61000,MANUAL,130,left,GASOLINE,1600.0,1.0,1109900
Kia,Rio,FF,SEDAN,0,2017,0,57700,AUTO,123,left,GASOLINE,1600.0,1.0,799500
Lifan,Smily,FF,HATCH,1,2011,0,110000,MANUAL,89,left,GASOLINE,1300.0,3.0,194900
Lexus,RX350,4WD,SUV,0,2018,0,40089,AUTO,300,left,GASOLINE,3456.0,1.0,4200000
Renault,Duster,4WD,SUV,1,2018,1,70530,MANUAL,109,left,DIESEL,1500.0,1.0,1159000
Chevrolet,Niva,4WD,SUV,1,2012,1,101000,MANUAL,80,left,GASOLINE,1700.0,2.0,352000
Opel,Meriva,FF,MINIVAN,2,2012,0,110000,MT,100,left,GASOLINE,1400.0,1.0,525000
Datsun,on-DO,FF,SEDAN,1,2019,0,13000,MANUAL,87,left,GASOLINE,1600.0,1.0,520000
Volkswagen,Polo,FF,SEDAN,5,2018,1,178000,MANUAL,90,left,GASOLINE,1600.0,2.0,526000
Jeep,Wrangler,4WD,SUV_3DR,3,2012,1,98664,MT,200,left,DIESEL,2800.0,3.0,2800000
Hyundai,Avante,FF,SEDAN,4,2011,0,237000,AT,140,left,GASOLINE,1600.0,3.0,720000
Opel,Astra,FF,HATCH,3,2006,0,180000,SAT,105,left,GASOLINE,1600.0,5.0,315000
Kia,Spectra,FF,SEDAN,1,2006,1,179820,MT,101,left,GASOLINE,1600.0,2.0,280000
Mazda,Mazda3,FF,HATCH,1,2005,0,195000,MANUAL,150,left,GASOLINE,2000.0,10.0,350000
Nissan,X-Trail,4WD,SUV,3,2018,0,37759,AUTO,144,left,GASOLINE,2000.0,1.0,2039000
Volkswagen,Polo,FF,LIFTBACK,6,2020,0,14042,AUTO,110,left,GASOLINE,1600.0,1.0,1399000
Audi,Q7,4WD,SUV,2,2019,0,59705,AUTO,249,left,DIESEL,3000.0,1.0,5050000
Chevrolet,Lanos,FF,SEDAN,1,2007,0,160000,MT,86,left,GASOLINE,1500.0,6.0,153000
Renault,Symbol,FF,SEDAN,1,2008,2,257491,MANUAL,75,left,GASOLINE,1400.0,5.0,215000
Nissan,Bluebird,FF,SEDAN,10,1996,0,240000,AT,125,right,GASOLINE,1800.0,0.0,95000
Mazda,CX-9,4WD,SUV,2,2021,1,10700,AUTO,231,left,GASOLINE,2500.0,1.0,3950000
Nissan,Juke,FF,SUV,1,2013,0,103000,AUTO,117,left,GASOLINE,1600.0,1.0,890000
Land Rover,Discovery,4WD,SUV,4,2009,0,175706,AT,245,left,DIESEL,3000.0,12.0,1500000
Opel,Corsa,FF,HATCH_3DR,4,2012,1,87930,MANUAL,85,left,GASOLINE,1200.0,2.0,459000
Toyota,Corolla,FF,SEDAN,10,2010,0,99673,MANUAL,124,left,GASOLINE,1600.0,5.0,697510
Volkswagen,Passat,FF,SEDAN,7,2012,0,171450,SAT,122,left,GASOLINE,1400.0,4.0,719000
Toyota,Camry,FF,SEDAN,8,2012,0,241000,AT,249,left,GASOLINE,3500.0,5.0,1190000
Ford,Expedition,4WD,SUV,2,2005,0,157000,AUTO,304,left,GASOLINE,5400.0,3.0,950000
Skoda,Rapid,FF,HATCH,0,2015,0,55417,MANUAL,105,left,GASOLINE,1600.0,1.0,719990
Volkswagen,Polo,FF,SEDAN,5,2016,1,94120,AUTO,110,left,GASOLINE,1600.0,1.0,799000
Toyota,Corolla,FF,SEDAN,11,2016,0,96200,CVT,122,left,GASOLINE,1600.0,2.0,1350000
Hyundai,H1,4WD,MINIVAN,1,2007,1,214000,MANUAL,140,left,DIESEL,2500.0,5.0,899000
Hyundai,Creta,FF,SUV,0,2018,0,57894,AUTO,150,left,GASOLINE,2000.0,1.0,1430000
Toyota,Land Cruiser,4WD,SUV,11,2010,0,200000,AT,235,left,DIESEL,4500.0,5.0,2350000
Subaru,Forester,4WD,SUV,5,2021,0,6500,CVT,150,left,GASOLINE,2000.0,1.0,2870000
Honda,Fit,FF,HATCH,1,2002,0,150000,AUTO,86,right,GASOLINE,1300.0,0.0,299000
Infiniti,QX70,4WD,SUV,2,2014,0,87000,AT,333,left,GASOLINE,3700.0,3.0,1980000
BMW,X5,4WD,SUV,3,2014,0,150000,AT,249,left,DIESEL,3000.0,2.0,2850000
Nissan,Primera,FF,SEDAN,1,1996,0,370000,MT,125,left,GASOLINE,2000.0,4.0,90000
Mazda,Mazda6,FF,SEDAN,1,2004,0,0,AUTO,141,left,GASOLINE,2000.0,5.0,330000
Hyundai,Solaris,FF,SEDAN,1,2011,0,134000,MT,123,left,GASOLINE,1600.0,4.0,510000
Datsun,on-DO,FF,SEDAN,1,2019,0,30000,MANUAL,87,left,GASOLINE,1600.0,1.0,250000
Ford,Focus,FF,SEDAN,1,2004,1,237458,MT,115,left,GASOLINE,1800.0,3.0,210000
Kia,Rio,FF,SEDAN,0,2016,0,64500,AUTO,123,left,GASOLINE,1600.0,1.0,799000
Subaru,Forester,4WD,SUV,4,2014,0,99000,CVT,150,left,GASOLINE,2000.0,2.0,1450000
Toyota,Picnic,FF,MINIVAN,1,1997,0,451000,MT,90,left,DIESEL,2200.0,2.0,290000
Hyundai,Santa Fe,FF,SUV,0,2017,0,71276,AUTO,200,left,DIESEL,2199.0,1.0,2179000
Mercedes-Benz,GLA-Class,4WD,SUV,1,2016,0,51682,SAT,211,left,GASOLINE,2000.0,3.0,2099000
Mercedes-Benz,E-Class,FR,SEDAN,4,2011,0,150000,AT,184,left,GASOLINE,1800.0,6.0,1275000
Skoda,Rapid,FF,LIFTBACK,2,2020,0,20000,MT,90,left,GASOLINE,1600.0,1.0,1200000
Mitsubishi,Carisma,FF,SEDAN,1,1998,0,266000,MANUAL,125,left,GASOLINE,1800.0,11.0,75000
Kia,Ceed,FF,WAGON,1,2010,1,166000,AUTO,122,left,GASOLINE,1600.0,3.0,610000
Datsun,mi-Do,FF,HATCH,1,2015,0,33000,AUTO,87,left,GASOLINE,1600.0,1.0,610000
Nissan,Juke,FF,SUV,1,2012,0,150000,MANUAL,117,left,GASOLINE,1600.0,3.0,735000
Mitsubishi,Outlander,FF,SUV,3,2021,3,15000,AUTO,146,left,GASOLINE,2000.0,1.0,2089990
Infiniti,FX35,4WD,SUV,1,2007,1,189800,AT,280,left,GASOLINE,3500.0,6.0,825000
Opel,Astra,FF,HATCH,4,2012,0,150000,AT,140,left,GASOLINE,1400.0,2.0,595000
Kia,Rio,FF,SEDAN,4,2020,1,17000,AT,100,left,GASOLINE,1400.0,1.0,1200000
Chevrolet,Cruze,FF,SEDAN,1,2010,0,160000,MT,109,left,GASOLINE,1600.0,1.0,349000
Mitsubishi,Dion,4WD,MINIVAN,1,2002,0,190000,AUTO,135,right,GASOLINE,2000.0,0.0,340000
Toyota,RAV4,4WD,SUV,3,2007,0,212000,AT,152,left,GASOLINE,2000.0,5.0,780000
Audi,A6,4WD,WAGON,2,2000,0,240000,AT,180,left,DIESEL,2500.0,2.0,380000
Peugeot,308,FF,HATCH,1,2011,1,133000,AT,120,left,GASOLINE,1600.0,3.0,385000
Skoda,Octavia,FF,LIFTBACK,1,2007,1,167000,MT,75,left,GASOLINE,1400.0,1.0,290000
Citroen,C3,FF,HATCH,1,2004,0,209000,MT,75,left,GASOLINE,1400.0,6.0,205000
Mazda,Demio,FF,HATCH,1,2000,1,181000,MANUAL,72,left,GASOLINE,1300.0,4.0,175000
Nissan,NP300,4WD,PICKUP,1,2008,0,240000,MT,133,left,DIESEL,2500.0,1.0,300000
Toyota,Avensis,FF,SEDAN,1,1998,0,230000,MANUAL,110,left,GASOLINE,1600.0,7.0,220000
Volkswagen,Jetta,FF,SEDAN,6,2014,0,61800,AT,105,left,GASOLINE,1600.0,2.0,890000
FAW,Vita,FF,HATCH,1,2007,0,160000,MT,75,left,GASOLINE,1300.0,0.0,109000
Opel,Astra,FF,HATCH,3,2010,1,147000,MANUAL,115,left,GASOLINE,1600.0,1.0,323000
Toyota,Highlander,FF,SUV,2,2011,1,145000,AT,187,left,GASOLINE,2700.0,3.0,1299000
Volkswagen,Touran,FF,MINIVAN,1,2009,1,160000,SAT,140,left,DIESEL,2000.0,4.0,545000
Mazda,Mazda6,FF,SEDAN,3,2013,0,173000,AT,192,left,GASOLINE,2500.0,5.0,1285000
Hyundai,Solaris,FF,SEDAN,1,2011,0,190000,MANUAL,107,left,GASOLINE,1400.0,4.0,487000
Mazda,CX-7,4WD,SUV,1,2010,1,164123,AT,238,left,GASOLINE,2300.0,5.0,739990
Hyundai,Solaris,FF,SEDAN,1,2011,0,170000,AT,123,left,GASOLINE,1600.0,6.0,480000
Toyota,RAV4,4WD,SUV,3,2008,0,132000,AT,170,left,GASOLINE,2400.0,0.0,968000
Kia,Rio,FF,WAGON,1,2005,1,202000,MT,95,left,GASOLINE,1500.0,10.0,295000
Hyundai,Solaris,FF,SEDAN,1,2011,0,179000,MT,123,left,GASOLINE,1600.0,2.0,550000
Opel,Corsa,FF,HATCH_3DR,4,2008,0,150000,MANUAL,60,left,GASOLINE,1000.0,5.0,189000
Hyundai,i40,FF,SEDAN,1,2014,0,211000,AT,150,left,GASOLINE,2000.0,2.0,995000
Lifan,Solano,FF,SEDAN,1,2011,0,140000,MT,106,left,GASOLINE,1600.0,1.0,145000
Hyundai,Getz,FF,HATCH,1,2007,1,185177,AUTO,97,left,GASOLINE,1400.0,1.0,389000
Nissan,X-Trail,4WD,SUV,2,2010,0,162271,MT,141,left,GASOLINE,2000.0,1.0,949000
Toyota,Corolla,FF,SEDAN,11,2016,0,35176,AUTO,122,left,GASOLINE,1600.0,1.0,1479000
Chevrolet,Lanos,FF,SEDAN,1,2009,0,82121,MANUAL,86,left,GASOLINE,1500.0,1.0,158000
Infiniti,G35,4WD,SEDAN,4,2008,0,223000,AT,316,left,GASOLINE,3500.0,2.0,750000
Chevrolet,Aveo,FF,SEDAN,1,2008,0,140931,MANUAL,84,left,GASOLINE,1200.0,4.0,269000
Mitsubishi,Pajero Sport,4WD,SUV,2,2012,0,113000,MT,178,left,DIESEL,2500.0,1.0,1300000
Renault,Fluence,FF,SEDAN,1,2011,0,149000,AT,106,left,GASOLINE,1600.0,4.0,385000
Nissan,Almera,FF,SEDAN,3,2015,0,127500,AT,102,left,GASOLINE,1600.0,2.0,550000
Suzuki,SX4,FF,SEDAN,1,2008,0,112000,AT,112,left,GASOLINE,1600.0,5.0,600000
Toyota,Land Cruiser Prado,4WD,SUV,4,2018,2,79000,AUTO,177,left,DIESEL,2800.0,1.0,3899000
Daewoo,Nexia,FF,SEDAN,1,2007,1,150000,MANUAL,85,left,GASOLINE,1500.0,7.0,75000
Skoda,Octavia,FF,LIFTBACK,2,2012,1,200000,MT,102,left,GASOLINE,1600.0,1.0,720000
Daihatsu,YRV,FF,HATCH,1,2000,0,300000,AT,140,right,GASOLINE,1300.0,0.0,165000
Mazda,Familia S-Wagon,FF,WAGON,9,2002,1,281000,AT,110,right,GASOLINE,1500.0,0.0,183000
Renault,Symbol,FF,SEDAN,1,2005,1,150000,MANUAL,75,left,GASOLINE,1400.0,5.0,210000
Toyota,Land Cruiser Prado,4WD,SUV,3,2003,0,283000,AUTO,249,left,GASOLINE,4000.0,4.0,1050000
Hyundai,Creta,FF,SUV,1,2017,0,153000,AT,123,left,GASOLINE,1600.0,1.0,1150000
Kia,Sorento,4WD,SUV,4,2021,0,2500,AT,180,left,GASOLINE,2500.0,1.0,3000000
Toyota,Land Cruiser Prado,4WD,SUV,3,2006,0,298000,AT,249,left,GASOLINE,4000.0,5.0,1439000
Hyundai,Creta,FF,SUV,1,2019,0,79000,AT,123,left,GASOLINE,1600.0,1.0,1350000
Hyundai,Grand Starex,RR,MINIVAN,-1,2011,-1,144000,AUTO,145,left,,2500.0,2.0,1180000
Hyundai,Grand Starex,RR,MINIVAN,0,2012,0,180000,AUTO,145,left,DIESEL,2500.0,2.0,1195000
Volkswagen,Polo,FF,SEDAN,5,2012,0,106000,MT,105,left,GASOLINE,1600.0,1.0,600000
Haima,3,FF,SEDAN,0,2011,0,180000,MANUAL,128,left,GASOLINE,1800.0,1.0,229000
Skoda,Fabia,FF,HATCH,2,2011,1,99400,MT,70,left,GASOLINE,1200.0,2.0,400000
Land Rover,Discovery,4WD,SUV,3,2008,0,175000,AUTO,190,left,DIESEL,2700.0,7.0,860000
Volkswagen,Polo,FF,SEDAN,5,2019,1,71000,MANUAL,90,left,GASOLINE,1600.0,1.0,879000
Ford,C-MAX,FF,MINIVAN,1,2007,0,175462,MANUAL,125,left,GASOLINE,1798.0,3.0,419000
Hyundai,ix35,4WD,SUV,1,2014,1,104000,AT,150,left,GASOLINE,2000.0,2.0,1245000
Toyota,RAV4,4WD,SUV,4,2016,1,28036,AUTO,146,left,GASOLINE,2000.0,1.0,2049000
Great Wall,Safe,4WD,SUV,1,2007,0,119409,MANUAL,105,left,GASOLINE,2200.0,2.0,339870
Hyundai,Creta,FF,SUV,1,2018,0,112280,AUTO,149,left,GASOLINE,2000.0,1.0,1409000
Chevrolet,Lacetti,FF,HATCH,1,2007,0,117000,MANUAL,109,left,GASOLINE,1600.0,2.0,327000
Lexus,RX350,4WD,SUV,2,2007,1,117652,AT,276,left,GASOLINE,3500.0,5.0,1285000
Mazda,Mazda3,FF,SEDAN,2,2011,0,98200,AUTO,105,left,GASOLINE,1600.0,2.0,787000
Skoda,Rapid,FF,LIFTBACK,1,2018,1,87000,MANUAL,90,left,GASOLINE,1600.0,2.0,848000
Ford,Focus,FF,HATCH_3DR,2,2010,1,174000,MANUAL,80,left,GASOLINE,1400.0,5.0,377000
Kia,Sportage,4WD,SUV,4,2017,0,106400,MANUAL,150,left,GASOLINE,2000.0,2.0,1536000
Volkswagen,Golf Plus,FF,HATCH,5,2012,1,105700,AUTO,102,left,GASOLINE,1600.0,3.0,687000
Chrysler,Sebring,FF,SEDAN,0,2007,0,230800,AUTO,172,left,GASOLINE,2400.0,4.0,436000
Toyota,Corolla,FF,SEDAN,10,2012,1,180800,MANUAL,124,left,GASOLINE,1600.0,2.0,789000
Ford,Focus,FF,HATCH,3,2011,0,155000,MANUAL,105,left,GASOLINE,1600.0,6.0,572000
Mazda,CX-9,4WD,SUV,1,2008,0,188100,AT,277,left,GASOLINE,3700.0,4.0,793000
Nissan,Note,FF,HATCH,1,2013,1,75200,MANUAL,88,left,GASOLINE,1400.0,2.0,518000
Hyundai,ix35,FF,SUV,1,2014,1,134200,MANUAL,150,left,GASOLINE,2000.0,1.0,1025000
Nissan,Juke,FF,SUV,1,2013,0,106200,AUTO,117,left,GASOLINE,1600.0,3.0,845000
Nissan,Juke,FF,SUV,1,2011,0,145000,MANUAL,117,left,GASOLINE,1600.0,5.0,731000
Volkswagen,Polo,FF,SEDAN,5,2014,0,142000,AUTO,105,left,GASOLINE,1600.0,1.0,623000
Volkswagen,Passat,FF,SEDAN,7,2012,0,95900,AUTO,122,left,GASOLINE,1400.0,6.0,841000
Kia,Rio,FF,SEDAN,4,2018,0,52000,AUTO,123,left,GASOLINE,1600.0,2.0,1049000
Volkswagen,Jetta,FF,SEDAN,6,2012,0,160000,MANUAL,105,left,GASOLINE,1600.0,4.0,709000
Nissan,Qashqai,FF,SUV,2,2021,1,0,CVT,144,left,GASOLINE,2000.0,0.0,2004000
Nissan,X-Trail,4WD,SUV,3,2021,1,0,CVT,144,left,GASOLINE,2000.0,0.0,2451000
Nissan,Patrol,4WD,SUV,5,2009,2,225600,AUTO,160,left,DIESEL,3000.0,8.0,1326000
Nissan,Juke,FF,SUV,1,2012,0,113700,AUTO,117,left,GASOLINE,1600.0,5.0,788000
Great Wall,Hover H3,4WD,SUV,1,2012,0,90700,MANUAL,122,left,GASOLINE,2000.0,1.0,611000
Hyundai,ix35,FF,SUV,1,2014,1,128000,AUTO,150,left,GASOLINE,2000.0,2.0,1152000
Nissan,X-Trail,4WD,SUV,3,2015,0,104598,CVT,144,left,GASOLINE,2000.0,2.0,1475000
Skoda,Octavia,FF,LIFTBACK,3,2013,0,208600,AUTO,140,left,GASOLINE,1400.0,5.0,775000
BMW,3-Series,FR,SEDAN,4,1998,0,400000,MT,105,left,GASOLINE,1900.0,13.0,265000
Mitsubishi,Pajero Sport,4WD,SUV,2,2013,0,83700,AT,222,left,GASOLINE,3000.0,2.0,1800000
Nissan,Avenir,,WAGON,2,2002,1,200000,,0,right,,0.0,0.0,265000
Land Rover,Range Rover Sport,4WD,SUV,1,2007,0,286000,AT,299,left,GASOLINE,4400.0,5.0,495000
Mercedes-Benz,A-Class,FF,HATCH,4,2019,0,33000,SAT,150,left,GASOLINE,1300.0,2.0,2150000
Toyota,Wish,4WD,MINIVAN,2,2014,1,93000,CVT,130,right,GASOLINE,1800.0,0.0,990000
Lexus,RX300,4WD,SUV,4,2017,0,25000,AUTO,238,left,GASOLINE,2000.0,1.0,3750000
Toyota,Land Cruiser,4WD,SUV_3DR,8,1992,0,109000,MT,91,left,DIESEL,2800.0,0.0,750000
Mazda,Mazda6,FF,LIFTBACK,2,2007,0,205000,MT,120,left,GASOLINE,1800.0,4.0,560000
Mazda,Mazda6,FF,SEDAN,3,2014,0,60000,AT,150,left,GASOLINE,2000.0,3.0,1200000
Renault,Sandero Stepway,FF,HATCH,2,2019,1,0,MT,82,left,GASOLINE,1600.0,1.0,850000
Ford,Focus,FF,SEDAN,3,2013,0,110000,AUTO,125,left,GASOLINE,1600.0,2.0,670000
Mazda,Mazda3,FF,HATCH,1,2007,1,145000,AT,105,left,GASOLINE,1600.0,2.0,400000
Ford,Focus,FF,SEDAN,3,2013,0,112000,AUTO,125,left,GASOLINE,1600.0,2.0,645000
Hyundai,Solaris,FF,SEDAN,2,2019,0,87000,MANUAL,100,left,GASOLINE,1400.0,1.0,815000
Suzuki,Liana,4WD,HATCH,1,2005,1,215000,MT,106,left,GASOLINE,1600.0,3.0,355000
Nissan,Qashqai,FF,SUV,2,2016,0,68000,MT,115,left,GASOLINE,1200.0,1.0,1150000
Toyota,Crown,RR,SEDAN,10,1996,0,999999,AUTO,200,right,GASOLINE,2500.0,0.0,290000
Cadillac,SRX,4WD,SUV,1,2007,0,175000,AT,320,left,GASOLINE,4600.0,3.0,290000
Hyundai,Accent,FF,SEDAN,2,2007,0,181727,MANUAL,102,left,GASOLINE,1500.0,5.0,167000
Hyundai,Solaris,FF,SEDAN,2,2021,1,164,AUTO,123,left,GASOLINE,1600.0,1.0,1299000
Infiniti,QX80,4WD,SUV,1,2014,0,136000,AUTO,405,left,GASOLINE,5600.0,5.0,2450000
Toyota,Camry,FF,SEDAN,9,2018,0,67000,AT,150,left,GASOLINE,2000.0,2.0,1850000
Nissan,Juke,FF,SUV,1,2012,0,118251,AUTO,117,left,GASOLINE,1600.0,3.0,770000
Suzuki,Solio,FF,HATCH,3,2016,0,38000,AUTO,91,right,GASOLINE,1200.0,0.0,829000
Honda,Freed,FF,MINIVAN,1,2010,0,119000,AUTO,118,right,GASOLINE,1500.0,0.0,809999
Skoda,Fabia,FF,HATCH,2,2012,1,112000,MANUAL,70,left,GASOLINE,1200.0,1.0,467000
Infiniti,EX35,4WD,SUV,1,2008,0,150000,AUTO,302,left,GASOLINE,3500.0,3.0,849000
Peugeot,308,FF,HATCH,1,2011,1,104000,AUTO,120,left,GASOLINE,1600.0,3.0,459000
Ford,Ranger,4WD,PICKUP,2,2008,0,257000,MT,143,left,DIESEL,2500.0,3.0,640000
Honda,Stepwgn,FF,MINIVAN,5,2016,0,80000,AUTO,150,right,GASOLINE,1500.0,0.0,1557000
Hyundai,Solaris,FF,SEDAN,1,2012,0,169000,MT,123,left,GASOLINE,1600.0,1.0,525000
